segment_id,study_area,failure_mode,district,centroid_lat,centroid_lon,seg_length_m,pre_NDVI,pre_LSWI,pre_NDWI,pre_slope,pre_aspect,pre_TWI,base_NDVI,base_LSWI,base_NDWI,NDVI_anomaly,LSWI_anomaly,NDWI_anomaly,S1_VV,S1_VH,S1_ratio,S1_flood_proxy,rain_1d,rain_3d,rain_7d,rain_30d,rain_1d_anom,rain_30d_anom,canal_type_encoded,label
Budameru_Krishna_0048,Budameru_Krishna,overtopping,Krishna,16.592539048576175,80.53151563444155,200.0,0.3613919561375931,0.22816161946708247,-0.30247500270921823,2.272670146945089,186.11262567672085,3.3709213192819103,0.35953507925650857,0.2315561193126165,-0.32101885749745884,0.001856876881084546,-0.003394499845534027,0.01854385478824061,-9.361955408262661,-16.1620819767549,6.800126568492233,0.12821724745413138,143.64,169.95,170.31,251.51,143.64,143.87,1,1
Budameru_Krishna_0049,Budameru_Krishna,overtopping,Krishna,16.592045411693668,80.52973494289152,200.0,0.40539457727539613,0.2702648327936021,-0.3422252915762589,1.9721080872045245,169.64987673418082,3.5518363119406478,0.4024122003532626,0.2623286521854155,-0.35116834968768995,0.002982376922133545,0.007936180608186572,0.008943058111431035,-10.98840265141195,-16.91412626930615,5.925723617894201,0.23441830486625842,143.64,169.95,170.31,251.72,143.64,144.09,1,1
Budameru_Krishna_0050,Budameru_Krishna,overtopping,Krishna,16.59156877834162,80.52794558135074,200.0,0.4000658469161698,0.2652155759348966,-0.33895343114033727,2.133384883046589,174.26783297892916,3.6201920941058505,0.3620632534960109,0.2548773925503838,-0.33621294778921734,0.03800259342015894,0.010338183384512811,-0.0027404833511199267,-10.988585388510478,-16.737689409237763,5.749104020727293,0.23756739919658013,143.64,169.95,170.31,251.92,143.64,144.32999999999998,1,1
Budameru_Krishna_0051,Budameru_Krishna,overtopping,Krishna,16.59072792251611,80.52632143675584,200.0,0.31282196944086876,0.1981182409343763,-0.2661369881187656,2.3234896085065246,183.69579507008214,3.460602426027597,0.2659281411699307,0.17555935798190833,-0.2608027043955518,0.046893828270938076,0.022558882952467968,-0.005334283723213817,-11.175959940199837,-17.161356914106932,5.985396973907081,0.2369913633824604,143.64,169.95,170.31,252.22,143.64,144.61,1,1
Budameru_Krishna_0052,Budameru_Krishna,overtopping,Krishna,16.58964542809705,80.52482061575718,200.0,0.27073928457880503,0.18110918596455466,-0.22855043721985244,2.368166658610856,177.62477645125432,3.3842946276805437,0.2243879720391164,0.16169277707710117,-0.21419225035577857,0.04635131253968863,0.019416408887453496,-0.014358186864073863,-10.566210672147802,-16.6973770670408,6.131166394892994,0.2555280971311916,143.64,169.95,170.31,252.45,143.64,144.85999999999999,1,1
Budameru_Krishna_0053,Budameru_Krishna,overtopping,Krishna,16.58895829804557,80.52388563502913,200.0,0.29463548670664846,0.2027105236818972,-0.2479691938924823,2.1400599497195896,164.63126087797332,3.4594383746301025,0.2558968210572388,0.17865535590921358,-0.23902888922496568,0.03873866564940964,0.024055167772683628,-0.008940304667516608,-10.531576808962088,-17.07066288069048,6.539086071728378,0.25525196545946627,143.64,169.95,170.31,252.53,143.64,144.98000000000002,1,1
Budameru_Krishna_0054,Budameru_Krishna,overtopping,Krishna,16.58837019861329,80.52312722468832,200.0,0.27180142997503737,0.1807618278886074,-0.23415770969608574,1.9724424676078134,160.10679752465674,3.527765244376802,0.24259072408806104,0.14787131540144668,-0.23468861971359828,0.02921070588697633,0.03289051248716071,0.0005309100175125425,-9.829080537176687,-16.716906619174758,6.887826081998067,0.19939421279886568,143.64,169.95,170.31,252.62,143.64,145.07,1,1
Budameru_Krishna_0055,Budameru_Krishna,overtopping,Krishna,16.587159998826184,80.52214959083162,200.0,0.2629300084934449,0.1891898966814232,-0.2296703213485881,2.6453499613302403,166.53924980665124,3.2181733127886543,0.2600722063283499,0.1832373639039795,-0.25061709732898796,0.0028578021650950136,0.005952532777443703,0.020946775980399845,-9.228189778877562,-16.26322725649682,7.035037477619248,0.07632489097978565,143.64,169.95,170.31,252.74,143.64,145.21,1,1
Budameru_Krishna_0056,Budameru_Krishna,overtopping,Krishna,16.58550523492243,80.52187718558541,200.0,0.392582761747361,0.23719177530242647,-0.34386757689281683,2.827316224445411,158.698322942342,3.1537138848345445,0.3946279290239235,0.22361421588244054,-0.36102057197797016,-0.0020451672765625095,0.013577559419985924,0.017152995085153333,-9.920833718855215,-16.33216873390226,6.411335015047058,0.038345864661654135,143.64,169.95,170.31,252.91,143.64,145.39,1,1
Budameru_Krishna_0057,Budameru_Krishna,overtopping,Krishna,16.583728408103912,80.5221391450493,200.0,0.4558462076405169,0.257061740294592,-0.3963436490772404,2.5720156650389203,173.04917081661267,3.367357654329099,0.47422128575196704,0.2144753092294338,-0.4347480252714857,-0.018375078111450116,0.04258643106515819,0.038404376194245304,-9.646953205267895,-15.840174423556428,6.193221218288532,0.04831052778553477,143.64,169.95,170.31,253.01,143.64,145.43,1,1
